Field,Experience,Location,Company Size,Salary,Job Requirements,URL
Thiết kế / kiến trúc,Dưới 1 năm,Hà Nội,500-1000 nhân viên,10 - 12 triệu,"Yêu cầu ứng viên
Education: University degree in English, Customer Service, Marketing & Sales, etc... are preferable
Willingness to work in rotational shifts (6:30am – 2:30pm, 2:30pm – 10:30pm, 10:30pm – 6:30am). Alternately work by week (one week for a shift)
Experience: 6 months - 1 year of working experience with customer service and/or marketing and sales, English speaking...
Languages:Good English
Good communication skills, patient personality.
Self-motivated with strong team skills, a high degree of punctuality.
Hard-working and good health.",https://www.topcv.vn/viec-lam/customer-service-representative-dai-dien-cham-soc-khach-hang-1-year-exp/1627248.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Giáo dục / Đào tạo,1 năm,Hà Nội,25-99 nhân viên,8 - 12 triệu,"Yêu cầu ứng viên
• Trình độ: Tốt nghiệp từ Cao đẳng trở lên.
• Kinh nghiệm: Ít nhất 01 năm kinh nghiệm trong lĩnh vực tư vấn giáo dục hoặc hướng
nghiệp (Ưu tiên ứng viên có kinh nghiệm tư vấn học viên).
• Kỹ năng:
o Giao tiếp tự tin, thuyết phục và có khả năng lắng nghe tốt.
o Khả năng phân tích và đánh giá nhu cầu của học viên.
o Làm việc chủ động, sáng tạo và có tinh thần trách nhiệm cao.
• Tính cách:
o Đam mê giáo dục, yêu thích việc giúp đỡ người khác phát triển bản thân.
o Trung thực, nhiệt tình và có tinh thần học hỏi.",https://www.topcv.vn/viec-lam/chuyen-vien-huong-nghiep-tuyen-sinh-thu-nhap-den-20-trieu-1-nam-kinh-nghiem-tai-ha-noi/1679492.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Logistics - Vận tải,Dưới 1 năm,Hà Nội,500-1000 nhân viên,12 - 18 triệu,"Yêu cầu ứng viên
Trình độ: Tốt nghiệp trung cấp trở lên, chuyên ngành kỹ thuật ô tô hoặc chuyên ngành tương tự
Nam giới, độ tuổi từ 25-40 tuổi;
Kinh nghiệm: từ 3 năm trở lên cùng vị trí tương đương.
Sử dụng thành thạo vi tính văn phòng (Word, Excel), các phần mềm liên quan đến công việc, các mạng xã hội.
Kỹ năng làm việc nhóm, tinh thần tự chủ, ham học hỏi trong công việc
Sáng tạo, nhanh nhậy, chủ động trong công việc, có khả năng làm việc độc lập, chịu được áp lực cao.
Nhiệt tình, năng động, nhạy bén, cẩn thận trong công việc
Có kỹ năng đàm phán, thương thảo, giao tiếp tốt.",https://www.topcv.vn/viec-lam/chuyen-vien-quan-ly-xe-tai/1641271.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Marketing / Truyền thông / Quảng cáo,Không yêu cầu,Hà Nội,25-99 nhân viên,9 - 12 triệu,"Yêu cầu ứng viên
Nhanh nhẹn, chủ động, có kỹ năng lãnh đạo và giao tiếp tốt.
Ưu tiên có kinh nghiệm đã từng quản lý đội nhóm.
Hiểu biết tốt về lĩnh vực media, AI ,sáng tạo nội dung, nền tảng YouTube.
Tư duy logic, biết phân tích số liệu cơ bản (view, watch time, RPM...).
Ưu tiên ứng viên từng làm việc trong môi trường sáng tạo, agency, studio media...
Cam kết làm việc trên 3 năm ( Được học và đào tạo nghề )
Chấp nhận sinh viên mới ra trường .",https://www.topcv.vn/viec-lam/leader-quan-ly-nhom-chua-kinh-nghiem-thu-nhap-9-12-trieu-tai-ha-noi/1687968.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Sản xuất,Không yêu cầu,Hà Nội,25-99 nhân viên,Từ 14 triệu,"Yêu cầu ứng viên
• Tốt nghiệp ĐH trở lên
• Có kinh nghiệm ở vị trí vận hành, hoặc các vị trí tương đương hoặc có liên quan là một lợi thế.
• Kỷ luật tốt, nhiệt huyết, trách nhiệm, cầu thị
• Kỹ năng giao tiếp tốt, kỹ năng xử lý tình huống tốt",https://www.topcv.vn/viec-lam/chuyen-vien-quan-ly-van-hanh-don-hang-noi-that-cham-soc-khach-hang-nhan-vien-van-hanh-kiem-soat-chat-luong-luong-tu-14tr/1682081.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Cơ khí,1 năm,Hà Nội,25-99 nhân viên,8 - 15 triệu,"Yêu cầu ứng viên
- Kĩ năng làm việc nhóm.
- Có máy tính xách tay
- Có kiến thức về internet, thành thạo FB, mạng xã hội...
- Kỹ năng đánh máy tốt, nhanh
- Kỹ năng giao tiếp tốt, khả năng phán đoán, nắm bắt tâm lý khách hàng nhanh
- Có khả năng tiếp thu nhanh, xử lý tình huống nhạy bén
- Có tinh thần cầu tiến, yêu thích công việc và luôn học hỏi, nhiệt tình trong công việc
- Kinh nghiệm từ 01 năm ở vị trí nhân viên CSKH.
Hình thức làm việc:
- Hành chính
- Ưu tiên theo ca, xoay ca (8h/ngày từ 8AM – 23PM)",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang/1677781.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Khác,1 năm,Hà Nội,25-99 nhân viên,15 - 25 triệu,"Yêu cầu ứng viên
Nữ từ 18 – 25 tuổi,
Ưu tiên ĐH ngoại thương /khả năng ăn nói tốt
Giọng nói rõ ràng, truyền cảm, phong thái chuyên nghiệp.
Ưu tiên có kinh nghiệm trong telesale, CSKH, bán hàng, chăm sóc đại lý.
Có ít nhất 1 năm kinh nghiệm ở vị trí tương đương",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-thu-nhap-15-25-trieu-tai-ha-noi/1685464.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Bán lẻ - Hàng tiêu dùng - FMCG,Dưới 1 năm,Hà Nội,25-99 nhân viên,10 - 20 triệu,"Yêu cầu ứng viên
Yêu cầu có KN trực page từ 3-6 tháng, được hỗ trợ đào tạo.
Chăm chỉ, có tinh thần làm việc tích cực, đam mê kiếm tiền;
Tinh thần làm việc tích cực, quyết tâm và có định hướng thăng tiến, phát triển sự nghiệp;
Có laptop cá nhân.",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-truc-page-yeu-cau-co-kinh-nghiem-truc-page/1671939.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/altiuslink/tuyen-dung/tong-dai-vien-cham-soc-khach-hang-san-thuong-mai-dien-tu-thuan-cskh-khong-yeu-cau-kinh-nghiem-co-phu-cap-dao-tao-j1672524.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Nhà hàng / Khách sạn,1 năm,Hồ Chí Minh,10-24 nhân viên,8 - 20 triệu,"Yêu cầu ứng viên
Có kinh nghiệm ít nhất 1 năm trong lĩnh vực kinh doanh, chăm sóc khách hàng; ưu tiên từng làm trong ngành du lịch, khách sạn, homestay.
Giao tiếp linh hoạt, phản hồi nhanh – khéo léo.
Yêu thích mạng xã hội, năng động, chịu học hỏi.
Biết quay – dựng clip cơ bản bằng điện thoại là lợi thế (không bắt buộc).",https://www.topcv.vn/viec-lam/nhan-vien-nu-cham-soc-khach-hang-lam-6-tieng-hanh-chinh-luong-cung-8-trieu-trieu-tu-1-nam-kinh-nghiem-quan-10-hcm/1667551.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Viễn thông,Không yêu cầu,Hồ Chí Minh,1000+ nhân viên,Từ 12 triệu,"Yêu cầu ứng viên
Tốt nghiệp THPT trở lên.
Có khả năng giao tiếp tốt qua điện thoại, giọng nói dễ nghe, nhiệt tình, trung thực.
Chịu khó lắng nghe, tư vấn, thuyết phục khách hàng. Thái độ làm việc kỷ luật, chăm chỉ.
Có tinh thần trách nhiệm cao, ham học hỏi, nhiệt tình với công việc và có nguyện vọng gắn bó lâu dài với công ty.
Không yêu cầu kinh nghiệm, nhân viên sẽ được hướng dẫn & đào tạo nghiệp vụ trước khi lên line.
Các ứng viên đã có kinh nghiệm telesales, CSKH, bán hàng... là một lợi thế.",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-customer-service-nhan-vien-kinh-doanh-nhan-vien-tu-van-di-lam-ngay/1670382.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Sản xuất,Không yêu cầu,Hà Nội,100-499 nhân viên,10 - 20 triệu,"Yêu cầu ứng viên
- Không yêu cầu kinh nghiệm
- Cơ hội cho cả các bạn sinh viên năm cuối đi thực tập, có dấu thực tập
- Ưu tiên ứng viên có kinh nghiệm trong lĩnh vực kinh doanh, bán hàng
- Nhanh nhẹn, trung thực, chịu được áp lực
- Ngôn ngữ hoạt bát
- Thao tác mạng xã hội nhanh
- Có máy tính cá nhân, điện thoại công nghệ
- Làm giờ hành chính từ 8h00 đến 17h30 từ Thứ 2 đến hết Thứ 7",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-phat-trien-thi-truong-thu-nhap-upto-20-trieu-thang-khong-can-kinh-nghiem/1653859.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Bất động sản,1 năm,Hồ Chí Minh,100-499 nhân viên,10 - 12 triệu,"Yêu cầu ứng viên
-Giới tính: Nữ, từ độ tuổi 25t-35t, có kinh nghiệm từ 1-2 năm trong lĩnh vực CSKH
- Ngôn ngữ: Tiếng Anh khá, giao tiếp tốt
- Học vấn: tốt nghiệp từ Cao Đẳng trở lên.
-Thành thạo tin học văn phòng (Word, Excel)
-Thái độ công việc tốt, giao tiếp nhẹ nhàng, lịch sự với khách hàng, đồng nghiệp
-Chủ động, sẵn sàng học học và giải quyết tốt vấn đề.
-Có tinh thần trách nhiệm,trung thực, ngăn nắp, tỷ mỉ.",https://www.topcv.vn/viec-lam/cham-soc-khach-hang-toa-nha-customer-service-quan-3-ho-chi-minh-1-nam-kinh-nghiem-yeu-cau-tieng-anh/1685210.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
IT - Phần mềm,Không yêu cầu,Hà Nội,100-499 nhân viên,8 - 15 triệu,"Yêu cầu ứng viên
22-25 years old
Fluent in English (IELTS 7.0, TOEIC 800 certificate or equivalent is preferable)
Require Communication, Presentation, Analysis, and Critical Thinking Skills
Having experience in Technology, E-commerce, and Marketing at least 6 months is preferable.
Good teamwork and Quick learner
Ready to support clients at different timezone",https://www.topcv.vn/viec-lam/customer-support-executive/1688648.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Bán lẻ - Hàng tiêu dùng - FMCG,Dưới 1 năm,Đà Nẵng,100-499 nhân viên,8 - 10 triệu,"Yêu cầu ứng viên
- Nữ: từ 22 - 30 tuổi
- Tốt nghiệp cao đẳng trở lên
- Sử dụng thành thạo word, excel,..
- Xử lý tình huống nhanh, khả năng giao tiếp tốt",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-ban-hang-cham-soc-khach-hang-da-nang/1683167.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Du lịch,1 năm,Hà Nội,10-24 nhân viên,7 - 9 triệu,"Yêu cầu ứng viên
Trình độ: Cao đẳng trở lên
Chuyên môn: Tốt nghiệp các ngành về khoa học xã hội, du lịch, nhà hàng & khách sạn, ngoại ngữ
Kinh nghiệm: 1-2 năm chăm sóc khách hàng/sales/telesales trong ngành lưu trú, du lịch
Kĩ năng: Giao tiếp tốt, nhanh nhạy và linh hoạt trong xử lý tình huống. Sử dụng tốt các app công nghệ là một lợi thế
Tính cách và thái độ: Kiên nhẫn, bình tĩnh, thân thiện, có sở thích hoặc đam mê với ngành du lịch.
Ngoại ngữ: Không yêu cầu.",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-fulltime/1688510.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/chinhanhtranscosmoshochiminh/tuyen-dung/nhan-vien-cham-soc-khach-hang-thu-nhap-den-8-5-trieu-lam-tai-tan-phu-j1684383.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/concentrixservices/tuyen-dung/nhan-vien-cham-soc-khach-hang-ho-tro-ky-thuat-tieng-trung-j1682984.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Xây dựng,1 năm,Hà Nội,25-99 nhân viên,Tới 30 triệu,"Yêu cầu ứng viên
Tốt nghiệp từ Cao đẳng trở lên (Ưu tiên các ngành kinh doanh, marketing, xây dựng).
Ưu tiên Nữ, Tối thiểu: 01 năm kinh nghiệm ở vị trí tương đương.
Thành thạo phần mềm: Excel
Kỹ năng giao tiếp tốt
Năng động, nhiệt tình, ham học hỏi.
Độ tuổi: 22 – 33 tuổi",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-cskh-khong-ap-kpi-thu-nhap-den-30-trieu/1686550.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Khác,Không yêu cầu,Hà Nội & 4 nơi khác,1000+ nhân viên,6 - 20 triệu,"Yêu cầu ứng viên
Nam/ nữ yêu thích về thể dục, thể hình.
Tính cách năng động, hoạt bát, vui vẻ, lạc quan, có trách nhiệm trong công việc.
Có kỹ năng giao tiếp, thuyết phục tốt.
Có ngoại hình là một lợi thế.",https://www.topcv.vn/viec-lam/nhan-vien-tu-van-va-cham-soc-khach-hang-toan-quoc/1686538.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/chinhanhtranscosmoshochiminh/tuyen-dung/nhan-vien-kinh-doanh-tu-van-ban-hang-telesales-cskh-theo-data-tiem-nang-co-san-thu-nhap-len-toi-15-trieu-lam-fulltime-tai-hai-ba-trung-ha-noi-j1685681.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Nhân sự,Không yêu cầu,Hồ Chí Minh,1000+ nhân viên,6.8 - 8 triệu,"Yêu cầu ứng viên
Khả năng giao tiếp tốt, thân thiện, tích cực.
Có kỹ năng sử dụng các trình duyệt Internet, biết thao tác trên gdocs.
Thao tác vi tính văn phòng tốt và yêu cầu test đánh máy >=45 - 50 WPM.
Khả năng giao tiếp, giải quyết khiếu nại tốt, giao tiếp thân thiện, có tinh thần cầu tiến.
Có trách nhiệm với công việc, hỗ trợ tối đa để giải quyết vấn đề của khách hàng
Nhẫn nại, nhiệt tình, nhanh nhẹn, chủ động, yêu thích công việc CSKH
Giao tiếp tốt, kỹ năng làm việc theo nhóm",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-truc-tong-dai-shopee-khong-yeu-cau-kinh-nghiem-di-lam-ngay/1681027.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Tư vấn,Không yêu cầu,Hồ Chí Minh,100-499 nhân viên,12 - 13 triệu,"Yêu cầu ứng viên
- Excellent English communication, speaking confidently and fluently (Clear voice).
- Having at least 1 year of experience in related fields.
- Proactive, helpful, and willing to learn.
- Must work in the office. (No remote and hybrid option)",https://www.topcv.vn/viec-lam/cham-soc-khach-hang-gioi-tieng-anh-ca-dem-luong-tu-12-13-trieu-net-customer-service-staff-lam-viec-tai-quan-7-nghi-2-ngay-tuan/1679529.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Sản xuất,Không yêu cầu,Hà Nội,5000+ nhân viên,13 - 18 triệu,"Yêu cầu ứng viên
- Graduated from university.
- No experience is required.
- Be fluent in English (TOEIC equivalent of 750 and above) and Chinese (HSK4 and above).
- Proficient in Microsoft Office.
- Possess good communication and negotiation skills.
- Work daily in Hanoi and be willing to support at the Hung Yen Plant (transportation provided) to resolve issues.
- Be proactive and cooperative at work.",https://www.topcv.vn/viec-lam/customer-service-staff-english-and-chinese-working-monday-to-friday-in-hanoi/1685107.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Dược phẩm / Y tế / Công nghệ sinh học,Không yêu cầu,Hà Nội,100-499 nhân viên,8 - 20 triệu,"Yêu cầu ứng viên
Không yêu cầu kinh nghiệm: được đào tạo
Tốt nghiệp Trung cấp/ Cao đẳng trở lên
Kỹ năng chuyên môn: kỹ năng làm việc theo nhóm, xử lý tình huống, có kiến thức về chăm sóc khách hàng,...
Trung thực, nhiệt tình, có trách nhiệm trong công việc.
Có laptop cá nhân",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khanh-hang-upsale-chi-tuyen-nu-khong-yeu-cau-kinh-nghiem/1684684.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Bất động sản,Không yêu cầu,Hồ Chí Minh,25-99 nhân viên,2 - 3 triệu,"Yêu cầu ứng viên
Sinh viên năm 3, 4 hoặc các bạn mới ra trường, đang chờ bằng...
Chăm chỉ, nhiệt tình, ham học hỏi, có tinh thần cầu tiến.
Kỹ năng đàm phán và giao tiếp tốt.
Nhân viên chưa kinh nghiệm được hướng dẫn đào tạo chuyên nghiệp.
Ưu tiên các bạn có laptop.",https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh-ho-tro-dau-moc/1679380.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Dược phẩm / Y tế / Công nghệ sinh học,1 năm,Hà Nội,25-99 nhân viên,10 - 15 triệu,"Yêu cầu ứng viên
- Có tối thiểu 1 năm kinh nghiệm làm chăm sóc khách hàng, bán thuốc, nhân viên kinh doanh, Telesales ...
- Tốt nghiệp từ Cao Đẳng trở lên các chuyên ngành Y dược, Dinh dưỡng
- Có kỹ năng lắng nghe và đặt câu hỏi
- Có kỹ năng giao tiếp, kỹ năng giải quyết khiếu nại, sử dụng máy tính văn phòng tốt
- Chủ động, trách nhiệm trong công việc
- Không có khiếm khuyết về giọng nói
- Có thể trực ngoài giờ và được trực tại nhà",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-thu-nhap-10-15-trieu/1681895.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Bán lẻ - Hàng tiêu dùng - FMCG,Dưới 1 năm,Hồ Chí Minh,500-1000 nhân viên,10 - 13 triệu,"Yêu cầu ứng viên
Tốt nghiệp THPT trở lên hoặc các chuyên ngành tương đương là một lợi thế.
Sử dụng thành thạo tiếng Anh (nói, nghe,viết và đọc) – làm việc 100% bằng tiếng Anh.
Kiến thức về Internet, Microsoft Office bao gồm email, MS Excel và MS Word.
Có kinh nghiệm chăm sóc khách hàng, chịu được áp lực công việc.
Không bị nợ xấu CIC",https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-xu-ly-khieu-nai-ngan-hang-khong-ap-kpi-thanh-thao-tieng-anh-thu-nhap-10-13-trieu-xoay-ca-ngay/1678385.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/dautuvaphattriendulichravi/tuyen-dung/telesales-dat-lich-hen-mang-du-lich-khong-can-kinh-nghiem-chap-nhan-sinh-vien-moi-ra-truong-j1681361.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443776
Bán lẻ - Hàng tiêu dùng - FMCG,1 năm,Hà Nội,10-24 nhân viên,8 - 12 triệu,"Yêu cầu ứng viên
- Lập kế hoạch chiến lược marketing.
- Xây dựng và triển khai kế hoạch marketing .
- Đề xuất các chiến lược quảng bá, phát triển thị trường, và gia tăng nhận diện thương hiệu.
- Quản trị website, Giám sát việc triển khai các chiến dịch marketing online & lên bài trên các nền tảng Facebook, Instagram...
- Theo dõi và đánh giá hiệu quả của các chiến dịch, đồng thời đề xuất giải pháp cải thiện hiệu suất.
- Biết sử dụng các ứng dụng Photoshop, Biết sử dụng Canva, có chứng chỉ đã qua lớp đào tạo AI",https://www.topcv.vn/viec-lam/nhan-vien-marketing/1686116.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Agency (Marketing/Advertising),1 năm,Hà Nội,25-99 nhân viên,Tới 30 triệu,"Yêu cầu ứng viên
Có kinh nghiệm vận hành livestream từ 1 năm.
Có giọng nói truyền cảm, khả năng giao tiếp tốt.
Nắm bắt nhanh các xu hướng và công nghệ mới.
Khả năng làm việc độc lập và làm việc nhóm tốt.
Có khả năng xử lý tình huống linh hoạt.
Có kỹ năng sử dụng các phần mềm hỗ trợ livestream.
Có khả năng sử dụng các công cụ phân tích dữ liệu.
Có đam mê với kinh doanh online.",https://www.topcv.vn/viec-lam/nhan-vien-livestream-streamer-fulltime-parttime-1-nam-kinh-nghiem-thu-nhap-upto-30-trieu/1526337.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Giải trí,Không yêu cầu,Hà Nội,25-99 nhân viên,10 - 15 triệu,"Yêu cầu ứng viên
Sử dụng Cơ bản một trong các phần mềm chỉnh sửa Video: Premiere/ Capcut/ After Effects
Không yêu cầu bằng cấp.
Có sự nhạy bén, cảm nhận tinh tế với hình ảnh, video, âm thanh, màu sắc.
Sẵn sàng học các công cụ trí tuệ nhân tạo (được đào tạo).
Yêu thích nền tảng các nền tảng Online (Youtube, Facebook, Tiktok...)
Trung thực, chăm chỉ, trách nhiệm trong công việc.
Tư duy cầu tiến, tích cực học hỏi và phát triển bản thân.",https://www.topcv.vn/viec-lam/nhan-vien-video-editor-youtube-khong-yeu-cau-kinh-nghiem-thu-nhap-10-15-trieu/1687418.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Marketing / Truyền thông / Quảng cáo,Dưới 1 năm,Hà Nội,25-99 nhân viên,10 - 35 triệu,"Yêu cầu ứng viên
Ưu tiên ứng viên có kinh nghiệm chạy Ads 6 tháng – 2 năm ngành thời trang/eCommerce
Hiểu sâu về target, phễu bán hàng, tâm lý khách hàng
Chủ động, sáng tạo, tư duy tối ưu tốt
Có mindset kinh doanh, không ngại thử nghiệm
Có kỹ năng chỉnh sửa ảnh, video cơ bản (Photoshop/Canva/Capcut/...)
Có mong muốn làm việc gắn bó lâu .",https://www.topcv.vn/viec-lam/nhan-vien-digital-marketing-thoi-trang-nam-richard-adam-thu-nhap-tu-10-den-35-trieu-dong/1630688.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
N/A,N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/educa/tuyen-dung/chuyen-vien-phat-trien-doi-tac-koc-business-development-j1679609.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Bán lẻ - Hàng tiêu dùng - FMCG,3 năm,Hà Nội,500-1000 nhân viên,12 - 15 triệu,"Yêu cầu ứng viên
- Trình độ đào tạo: Tốt nghiệp Đại học trở lên chuyên ngành quản trị kinh doanh, thương mại hoặc các ngành liên quan.
- Độ tuổi: 25 - 35 tuổi
- Kinh nghiệm: Có 3 năm kinh nghiệm ở vị trí tương đương trong lĩnh vực thương mại kênh GT. Yêu cầu ứng viên có kinh nghiệm làm việc trong các công ty lĩnh vực FMCG, sữa, dược phẩm, TPCN...
- Kỹ năng:
• Sử dụng thành thạo tin học văn phòng. Kỹ năng lập biên bản, các form biểu mẫu tốt.
• Có hiểu biết sâu sắc về thị trường, đối thủ cạnh tranh và hành vi của người tiêu dùng trong kênh GT.
• Có kỹ năng lập kế hoạch, triển khai và đánh giá các chiến dịch thương mại.
• Có kỹ năng quản lý ngân sách tiếp thị và phân bổ ngân sách cho các kênh GT phù hợp.
• Có kỹ năng xây dựng và duy trì mối quan hệ với các nhà bán lẻ GT.
• Có kỹ năng phân tích và giải quyết các vấn đề liên quan đến thương mại trong kênh GT.
• Có khả năng làm việc độc lập và theo nhóm",https://www.topcv.vn/viec-lam/chuyen-vien-trade-marketing-thu-nhap-den-15-trieu/1673823.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
Bán lẻ - Hàng tiêu dùng - FMCG,1 năm,Hà Nội,500-1000 nhân viên,10 - 15 triệu,"Yêu cầu ứng viên
- Trình độ đào tạo: Tốt nghiệp Đại học trở lên chuyên ngành quản trị kinh doanh, thương mại hoặc các ngành liên quan.
- Độ tuổi: 25 - 35
- Kinh nghiệm: Ít nhất 3 năm kinh nghiệm trong lĩnh vực quảng cáo hoặc Digital Marketing, trong đó có 1 năm kinh nghiệm làm trưởng nhóm.
- Kỹ năng:
• Ít nhất 1 năm kinh nghiệm trong lĩnh vực quảng cáo hoặc Digital Marketing.
• Kiến thức đa dạng các nền tảng truyền thông xã hội, thủ thuật và phân tích web.
• Ưu tiên các bạn đã từng chạy các sản phẩm sữa, ngành FMCG.
• Liên tục cập nhật các xu hướng và công nghệ thuộc lĩnh vực Digital Marketing.",https://www.topcv.vn/viec-lam/digital-marketing-thu-nhap-den-15-trieu/1673238.html?ta_source=JobSearchList_LinkDetail&u_sr_id=ttSePf0BfpIeVXDOsVaYMIBEwNa2atbtcYYMT6Ua_1744443793
